genes	ensembl_id	logFoldChange	pvalue	pvalue_adj	direction
BTNL9	ENSG00000165810	-2.65292354580018	2.14224465697515e-28	8.0649210615535e-27	DOWN
LARGE2	ENSG00000165905	1.40996159236737	2.95398314484144e-13	4.83516422685044e-13	UP
AMOTL1	ENSG00000166025	-1.25726995758956	1.54194756124857e-17	4.42532035515285e-17	DOWN
GPT2	ENSG00000166123	1.93143832037578	3.51314369816333e-21	2.11449401268765e-20	UP
PPP1R14D	ENSG00000166143	2.14993498373337	4.72506805851114e-13	7.54752967748868e-13	UP
SGPL1	ENSG00000166224	1.02557719279469	2.19189173915913e-22	1.86213811468387e-21	UP
CYYR1	ENSG00000166265	-1.68053730216792	4.31206645621987e-23	4.42736235077121e-22	DOWN
C2	ENSG00000166278	-1.36250147033999	1.41709596826677e-12	2.16281737605104e-12	DOWN
TMEM100	ENSG00000166292	-3.6534572991652	4.81220480697737e-24	5.66836394441506e-23	DOWN
APBB1	ENSG00000166313	-1.19588615049865	4.62269726131344e-18	1.44084070482497e-17	DOWN
CYB5A	ENSG00000166347	-1.28414363361708	1.53451864616766e-11	2.1938017875219e-11	DOWN
MFAP4	ENSG00000166482	-2.64953696279349	2.53142271836474e-20	1.29608843180275e-19	DOWN
MCM7	ENSG00000166508	1.02379057660702	1.87615543117573e-11	2.67028793762594e-11	UP
CLEC4E	ENSG00000166523	-1.06256057101433	1.27808462817241e-14	2.43444691080458e-14	DOWN
RRAD	ENSG00000166592	-1.44696284438275	1.16400211068129e-07	1.2705423834611e-07	DOWN
CFAP52	ENSG00000166596	-1.08566950179768	8.16311536410313e-08	8.97662170623025e-08	DOWN
HTR3A	ENSG00000166736	1.39511309081719	1.52120533746739e-09	1.8710533298766e-09	UP
PCLAF	ENSG00000166803	1.58357496616515	1.7250422354198e-19	7.31143728919651e-19	UP
SCNN1G	ENSG00000166828	-1.49272366345616	1.443199319962e-12	2.20090762059336e-12	DOWN
PLK1	ENSG00000166851	1.87302812414465	1.6781359800359e-19	7.12836522493126e-19	UP
C15orf48	ENSG00000166920	2.46613723081221	7.49349368829329e-14	1.30085966379052e-13	UP
SCG5	ENSG00000166922	1.341812772212	3.28206428184586e-11	4.58963104234819e-11	UP
GREM1	ENSG00000166923	2.24426922439483	1.22834059525626e-15	2.65288407524411e-15	UP
MS4A7	ENSG00000166927	-1.97528857593577	8.99734056781941e-20	4.1130699738603e-19	DOWN
MS4A8	ENSG00000166959	-1.55850103537285	2.17925684990081e-07	2.3440745948513e-07	DOWN
MS4A15	ENSG00000166961	-3.52917943412953	8.77669723454683e-21	4.78728940066191e-20	DOWN
CERCAM	ENSG00000167123	1.28723777585813	6.81282118281247e-13	1.06808890447967e-12	UP
PRRX2	ENSG00000167157	1.14675496493168	5.73995303555264e-09	6.78197527892989e-09	UP
DPEP2	ENSG00000167261	-1.65510363628801	6.12288895644272e-27	1.59687134409754e-25	DOWN
CA4	ENSG00000167434	-3.38697469402815	2.39262172865037e-32	7.65638953168119e-30	DOWN
CDT1	ENSG00000167513	1.54508983544227	1.34431307343816e-16	3.3006152186717e-16	UP
TUBA1C	ENSG00000167553	1.05031044779425	5.45363056795133e-14	9.62405394344353e-14	UP
GPD1	ENSG00000167588	-3.1704660242333	5.444815546255e-29	2.75106469705516e-27	DOWN
PPP1R14A	ENSG00000167641	-1.6235392076609	4.33881473876547e-17	1.17001745764462e-16	DOWN
LY6D	ENSG00000167656	1.27476896951934	9.8563098489649e-07	1.02792585062534e-06	UP
C19orf48	ENSG00000167747	1.0196764638693	5.86019459010264e-13	9.26818254777354e-13	UP
KLK11	ENSG00000167757	-1.77105772929584	1.75840902844407e-08	2.02043407217991e-08	DOWN
KRT80	ENSG00000167767	1.97098669226816	6.09645084226624e-16	1.36424074791972e-15	UP
ANGPTL4	ENSG00000167772	1.12624558859737	1.99981650699843e-06	2.05768901041639e-06	UP
CD300C	ENSG00000167850	-1.4926187668419	4.34779339268025e-22	3.37966126070691e-21	DOWN
TEKT1	ENSG00000167858	-1.37714608866596	2.43070439545887e-08	2.76642112583346e-08	DOWN
TMEM88	ENSG00000167874	-1.88396346920811	5.40787992609561e-26	1.12860102805474e-24	DOWN
TK1	ENSG00000167900	2.26612643383859	8.42819928522213e-22	6.09675654581146e-21	UP
ABCA3	ENSG00000167972	-2.71606390705112	6.1712417167973e-17	1.60988914351234e-16	DOWN
SCARA3	ENSG00000168077	-1.03496637101786	1.04832643922492e-10	1.41149141887227e-10	DOWN
PBK	ENSG00000168078	1.71273110624468	8.81562969669453e-16	1.93219281023442e-15	UP
SCARA5	ENSG00000168079	-1.65978890925143	6.35386025250969e-13	1.00159373438576e-12	DOWN
DDIT4	ENSG00000168209	1.16094542972256	7.58311038067283e-10	9.52851566157843e-10	UP
GNG4	ENSG00000168243	1.08218859097124	7.24689116308064e-08	7.99197646933649e-08	UP
FAM107A	ENSG00000168309	-3.60736257400894	1.21631245691527e-26	2.85482706928005e-25	DOWN
CX3CR1	ENSG00000168329	-1.01007662165813	6.07792825353755e-12	8.87423745003201e-12	DOWN
MFSD2A	ENSG00000168389	-1.71355903129795	1.32586773864515e-13	2.24683676804827e-13	DOWN
DTYMK	ENSG00000168393	1.05823770869477	3.44346708968836e-16	7.97521931508041e-16	UP
SCNN1B	ENSG00000168447	-1.56109171432677	2.89580200042321e-11	4.06725665019207e-11	DOWN
TNXB	ENSG00000168477	-2.06973532465966	5.97027473376611e-21	3.42176939965102e-20	DOWN
LGI3	ENSG00000168481	-3.51999697308637	1.81456528388192e-32	6.96793069010656e-30	DOWN
SFTPC	ENSG00000168484	-7.21564202454882	3.49067568469502e-20	1.7220144030401e-19	DOWN
FEN1	ENSG00000168496	1.3773490261881	6.59343761647154e-18	2.01262324699926e-17	UP
CAVIN2	ENSG00000168497	-3.05610786763224	4.72475193457562e-27	1.27767939639228e-25	DOWN
SERINC2	ENSG00000168528	1.82658020017522	9.70014073085467e-19	3.4942345597075e-18	UP
CHRM1	ENSG00000168539	-1.10740073288048	2.35185734888532e-16	5.58166391824451e-16	DOWN
COL3A1	ENSG00000168542	2.92757308126866	1.63577516754784e-16	3.95552685351619e-16	UP
DYNLRB2	ENSG00000168589	-1.0362459319462	1.18226473748303e-07	1.28827939612225e-07	DOWN
IL7R	ENSG00000168685	-1.54851663398637	3.71377331610492e-11	5.18200927828594e-11	DOWN
PKIG	ENSG00000168734	-1.15569593494214	8.04649387138016e-13	1.25298201403487e-12	DOWN
NPNT	ENSG00000168743	-2.04750298742882	6.34727918865776e-21	3.60555504207778e-20	DOWN
ATOH8	ENSG00000168874	-1.99278280147884	5.90965962771151e-15	1.16734017337511e-14	DOWN
SFTPB	ENSG00000168878	-2.48252322245843	4.89024231485065e-08	5.44937042629904e-08	DOWN
PLA2G4F	ENSG00000168907	-2.60828277637056	7.27152007191265e-25	1.06574950672308e-23	DOWN
STXBP6	ENSG00000168952	-2.18006970359343	2.68187679675125e-30	2.71010707882232e-28	DOWN
PXDC1	ENSG00000168994	-1.03446116863173	1.50018333487357e-15	3.20751893425084e-15	DOWN
COL4A3	ENSG00000169031	-1.72420222919422	1.3201242308192e-18	4.60006991501427e-18	DOWN
PCSK9	ENSG00000169174	-1.82614850620192	1.33503469781339e-19	5.77312301757142e-19	DOWN
RSPO1	ENSG00000169218	-1.32487517670072	2.63206710671491e-24	3.26036699670492e-23	DOWN
SLC50A1	ENSG00000169241	1.39628787424931	2.71406794926084e-19	1.09936929590312e-18	UP
ADRB2	ENSG00000169252	-2.42811872755589	3.83104946209801e-28	1.38785188060909e-26	DOWN
GPRIN1	ENSG00000169258	1.41520253659383	1.71817660841232e-18	5.85950104467435e-18	UP
SHE	ENSG00000169291	-1.15611967889643	1.3951051394663e-10	1.86532163494101e-10	DOWN
NPR1	ENSG00000169418	-2.31713885611014	1.27368228720188e-28	5.55788634415364e-27	DOWN
CD52	ENSG00000169442	-2.43264525969081	2.62189090018415e-19	1.06427706730519e-18	DOWN
SPRR1B	ENSG00000169469	1.58687319872765	3.69937368678952e-08	4.1512551014821e-08	UP
CLIC3	ENSG00000169583	-2.42126157132207	7.90459986757591e-19	2.91862148956649e-18	DOWN
CKAP2L	ENSG00000169607	1.29299389031767	4.3119137138287e-16	9.84408362729026e-16	UP
BUB1	ENSG00000169679	1.53201664368168	1.49187532078659e-17	4.29445369701687e-17	UP
LDB2	ENSG00000169744	-2.00560621490492	7.77788555087833e-25	1.13132880740048e-23	DOWN
RAC3	ENSG00000169750	1.46442693539814	2.29887136035337e-15	4.78723753999834e-15	UP
MUC3A	ENSG00000169894	1.14209498555131	4.67283127604481e-08	5.21921817917745e-08	UP
KLF13	ENSG00000169926	-1.16248350413791	7.85495723655627e-17	1.98964616018312e-16	DOWN
SLC16A5	ENSG00000170190	-1.08512165650405	9.61429445774222e-13	1.48866494829557e-12	DOWN
FAXDC2	ENSG00000170271	-1.28385674519156	1.16790774338729e-12	1.79390629384288e-12	DOWN
CDK1	ENSG00000170312	1.73871192030354	9.35795054875221e-16	2.04638554141278e-15	UP
FABP4	ENSG00000170323	-4.8516730954189	1.72574615222851e-33	1.05978745948588e-30	DOWN
FOS	ENSG00000170345	-1.4862456031255	7.274139777819e-09	8.54210909688837e-09	DOWN
CST2	ENSG00000170369	1.05326334891128	3.35266760483153e-07	3.56824933551914e-07	UP
CST1	ENSG00000170373	2.58863643293054	2.09845027050841e-12	3.15754272678382e-12	UP
KRT8	ENSG00000170421	1.13929626244604	1.39207856093305e-10	1.86257201184074e-10	UP
METTL7B	ENSG00000170439	1.4872745420761	2.84539491638751e-13	4.67536384065548e-13	UP
MZB1	ENSG00000170476	1.57765083862511	4.10200094728793e-09	4.90401109513874e-09	UP
KRT4	ENSG00000170477	-2.83096267459517	1.95554328885032e-24	2.50309540972841e-23	DOWN
HSD17B13	ENSG00000170509	-1.12305022146596	2.77882809849156e-08	3.14769908501699e-08	DOWN
IRX1	ENSG00000170549	-1.31422089128079	7.79124574275839e-16	1.7181897610446e-15	DOWN
IRX2	ENSG00000170561	-1.89467195471484	3.15720257358177e-13	5.15461644666412e-13	DOWN
FOXA3	ENSG00000170608	1.00359410673885	3.09862296563562e-07	3.29969833279001e-07	UP
GPR37	ENSG00000170775	1.1329875523509	4.0600238563383e-11	5.65474119534296e-11	UP
CDCA4	ENSG00000170779	1.13131537546939	1.84563205869121e-14	3.47413093400698e-14	UP
PLA2G1B	ENSG00000170890	-3.14413794909332	1.8759448364808e-24	2.41732488996184e-23	DOWN
GSTA4	ENSG00000170899	-1.07122227226448	4.08401932665368e-10	5.27679482313262e-10	DOWN
OSCAR	ENSG00000170909	-1.96675207316227	2.91352069786916e-22	2.35040325206252e-21	DOWN
S1PR1	ENSG00000170989	-2.35637414260725	7.77426598134403e-27	1.95300955872526e-25	DOWN
HS6ST2	ENSG00000171004	2.25407519752577	1.12551047787928e-17	3.29920628630264e-17	UP
FPR2	ENSG00000171049	-1.50981774566653	2.32267694029139e-19	9.5698277368229e-19	DOWN
FPR1	ENSG00000171051	-1.20551235835975	7.47103031394785e-15	1.45776201247763e-14	DOWN
SOX7	ENSG00000171056	-1.92329316700875	4.26553564324989e-20	2.06292907683622e-19	DOWN
GIMAP8	ENSG00000171115	-1.9852553755713	1.51264179664317e-21	1.01172955242232e-20	DOWN
FUT3	ENSG00000171124	1.51088968878762	1.41835806610448e-15	3.04613812854654e-15	UP
PRKCE	ENSG00000171132	-1.27329273360369	3.33727156006316e-21	2.02131274300356e-20	DOWN
NETO2	ENSG00000171208	1.19566566778533	1.84230590401601e-13	3.08120848058427e-13	UP
SHCBP1	ENSG00000171241	1.24901600262473	1.90634955921223e-16	4.56387090521979e-16	UP
SOSTDC1	ENSG00000171243	-2.76832551017298	7.74565594773131e-22	5.69795380062993e-21	DOWN
CANT1	ENSG00000171302	1.03998630730696	1.01598303222182e-19	4.54705692742634e-19	UP
KCNK3	ENSG00000171303	-2.06758992798032	6.73344890848464e-18	2.0468460063043e-17	DOWN
KRT15	ENSG00000171346	1.28755733589291	3.15392447398911e-10	4.10544745088752e-10	UP
TPPP	ENSG00000171368	-1.67289840243006	3.97811689878381e-14	7.15167082927426e-14	DOWN
APLN	ENSG00000171388	-1.0428245718064	1.99309680540326e-06	2.05187445918191e-06	DOWN
HOPX	ENSG00000171476	-1.21769057513426	2.80115300817591e-06	2.87297744428299e-06	DOWN
RXFP1	ENSG00000171509	-1.13255028519584	2.79634156474774e-24	3.4416511566126e-23	DOWN
PTGER4	ENSG00000171522	-1.21690075925605	2.58945154776416e-17	7.1846054504439e-17	DOWN
FGB	ENSG00000171564	1.44805764634498	8.62512491526963e-05	8.67482443023452e-05	UP
DNAI2	ENSG00000171595	-1.02761395294507	1.00694960676019e-07	1.1041366333407e-07	DOWN
NMUR1	ENSG00000171596	-1.13839945353981	8.45580118045524e-23	7.9584011110167e-22	DOWN
PTCRA	ENSG00000171611	-1.07000437629087	1.73326535019805e-20	8.96999857784434e-20	DOWN
ENC1	ENSG00000171617	1.1824112008689	9.82927613959043e-19	3.53412175805498e-18	UP
P2RY6	ENSG00000171631	1.55517498745726	1.74066439601084e-17	4.97332684574525e-17	UP
RASGRP4	ENSG00000171777	-1.00922125396848	3.37679085499993e-25	5.35821358809907e-24	DOWN
ANGPTL7	ENSG00000171819	-1.03974041064201	2.30232912984287e-17	6.42510454839872e-17	DOWN
NINJ2	ENSG00000171840	-1.11295434675205	1.08371326560873e-12	1.6726121141228e-12	DOWN
RRM2	ENSG00000171848	2.33732210938866	4.08005840745582e-20	1.98325056669116e-19	UP
AQP4	ENSG00000171885	-3.55484194413485	3.48411169573855e-20	1.7220144030401e-19	DOWN
ZNF217	ENSG00000171940	1.16212580314656	2.61233405156187e-16	6.16934978966641e-16	UP
SYNPO	ENSG00000171992	-1.51362607535922	4.5889027912501e-18	1.43263306653662e-17	DOWN
MAL	ENSG00000172005	-1.25472520381927	7.5678774409168e-11	1.02833154186555e-10	DOWN
EPHX4	ENSG00000172031	1.18085316010649	7.73412396416529e-14	1.33900072238028e-13	UP
LRRC15	ENSG00000172061	1.56547475363108	2.895189940124e-10	3.79179037178587e-10	UP
FRMD3	ENSG00000172159	-1.23898762622496	2.14390432189917e-20	1.10356469116526e-19	DOWN
ID4	ENSG00000172201	-1.90901693223227	2.76192607710077e-18	8.9879628271754e-18	DOWN
TPSAB1	ENSG00000172236	-1.74373751419711	3.00246734017341e-14	5.47978830145717e-14	DOWN
MACROD2	ENSG00000172264	-1.10049153574939	1.3739094709415e-10	1.83954406151163e-10	DOWN
CLEC12A	ENSG00000172322	-1.28235658094959	2.8615334885042e-13	4.6918397078805e-13	DOWN
MAB21L4	ENSG00000172478	-1.29707492864239	7.69698961009061e-11	1.04365960814788e-10	DOWN
CTSW	ENSG00000172543	-1.12436106104488	1.58307512379815e-12	2.40277014837348e-12	DOWN
CCL19	ENSG00000172724	1.30106722325238	1.06471992250896e-06	1.10860208851259e-06	UP
EGFL7	ENSG00000172889	-1.26567674794292	1.50762877970216e-10	2.01017170626955e-10	DOWN
MYEOV	ENSG00000172927	1.38928295621086	6.45433176640892e-10	8.18514992833892e-10	UP
LRRN3	ENSG00000173114	-1.57466134233925	2.10086428549946e-22	1.80074081614239e-21	DOWN
CKS1B	ENSG00000173207	1.36097160288224	4.82985772101185e-15	9.66978813800078e-15	UP
ABLIM3	ENSG00000173210	-1.06365022534156	1.11303251674568e-13	1.89620446508581e-13	DOWN
SYT12	ENSG00000173227	1.16867557858158	7.61414562983135e-10	9.56125546715252e-10	UP
MMRN2	ENSG00000173269	-1.61304583077713	6.51166173127177e-20	3.0718404235975e-19	DOWN
C1QB	ENSG00000173369	-1.7859437828718	1.56782433991123e-12	2.38339092053013e-12	DOWN
C1QA	ENSG00000173372	-1.77821999740598	2.29808615141835e-13	3.80730433724919e-13	DOWN
NDNF	ENSG00000173376	-2.07368143627635	1.87114928609811e-14	3.51198718184808e-14	DOWN
OLR1	ENSG00000173391	-2.53450145471285	5.68761536163869e-19	2.18842114115156e-18	DOWN
SAA1	ENSG00000173432	1.17860224834038	7.17495855192276e-05	7.22008407740655e-05	UP
PPP1R14B	ENSG00000173457	1.87788629559185	1.42267155194582e-24	1.91016040540977e-23	UP
AGR3	ENSG00000173467	-1.43392767840393	6.17282070828999e-05	6.22142559575684e-05	DOWN
PTPRM	ENSG00000173482	-1.21475114862687	1.61649555334498e-18	5.59220083319343e-18	DOWN
PEAK1	ENSG00000173517	-1.02524506494939	3.22331091710151e-16	7.510627379654e-16	DOWN
PC	ENSG00000173599	1.17906708531738	4.21439923309643e-16	9.64439395416584e-16	UP
MUC13	ENSG00000173702	1.67388000895081	5.36698787902812e-07	5.65255991647504e-07	UP
HEG1	ENSG00000173706	-1.6222906855227	4.10606746652186e-16	9.40769634334364e-16	DOWN
NET1	ENSG00000173848	1.22864165708067	1.00875680024694e-13	1.72775473369682e-13	UP
DPY19L1	ENSG00000173852	1.03070002769365	2.01033099809669e-11	2.85913741951529e-11	UP
CBX2	ENSG00000173894	1.10597599940241	8.39449933486596e-10	1.04999600800929e-09	UP
SPTBN2	ENSG00000173898	1.59608204971444	1.87081273376201e-19	7.88571539129902e-19	UP
SLCO4C1	ENSG00000173930	-1.43387824092866	3.33703808118937e-13	5.41141310463141e-13	DOWN
PIFO	ENSG00000173947	-1.04525578685191	8.23224591617078e-07	8.61357610847297e-07	DOWN
FAM3C2	ENSG00000174028	1.20731980127808	7.63613405806722e-12	1.10903005987058e-11	UP
CD34	ENSG00000174059	-1.20993564792259	4.25287205790647e-15	8.62250723461502e-15	DOWN
MSRB3	ENSG00000174099	-1.39541608130202	1.4037715015217e-16	3.43342838588747e-16	DOWN
SELP	ENSG00000174175	-1.73822791381654	7.98472777683539e-21	4.40428068720703e-20	DOWN
SLC16A11	ENSG00000174326	-1.34569394710672	1.47520256971884e-21	9.9034578106999e-21	DOWN
EXO1	ENSG00000174371	1.39328310331027	1.03402356368816e-16	2.5816973241629e-16	UP
IL20RB	ENSG00000174564	1.2418761032097	2.05284558111673e-07	2.21306205263567e-07	UP
UGT8	ENSG00000174607	1.0965429148884	2.22742444936527e-10	2.93122340149507e-10	UP
SLCO2A1	ENSG00000174640	-1.67653004567829	1.37297873069977e-12	2.09715128316911e-12	DOWN
FZD4	ENSG00000174804	-1.25063091767341	7.44285801363263e-14	1.29323867748187e-13	DOWN
ADGRE1	ENSG00000174837	-1.43564844316955	6.50562990240051e-16	1.44569553386678e-15	DOWN
SEZ6L2	ENSG00000174938	1.29708237373411	1.54926535310294e-09	1.90434665682307e-09	UP
ASPHD1	ENSG00000174939	1.16179484669725	3.10461267190433e-10	4.05224767508927e-10	UP
UBE2C	ENSG00000175063	3.01209266109265	4.43105142646411e-22	3.43049142693996e-21	UP
DES	ENSG00000175084	-2.9202793778615	4.23905597239369e-23	4.37579971343865e-22	DOWN
MARCKSL1	ENSG00000175130	1.97553296110409	5.15107950793542e-17	1.36226896077631e-16	UP
PHYHD1	ENSG00000175287	-1.26140759486226	3.42688085011563e-12	5.09257835311301e-12	DOWN
CST6	ENSG00000175315	-1.10117760316184	2.52551252332897e-05	2.55344078188079e-05	DOWN
GRAMD2A	ENSG00000175318	-1.49359762464333	5.84175398032083e-15	1.15511510218496e-14	DOWN
LPL	ENSG00000175445	-2.7706350743567	2.25438464561767e-22	1.90679229937706e-21	DOWN
RMI2	ENSG00000175643	1.46611943493637	1.08633921261108e-20	5.79380913392574e-20	UP
TOM1L2	ENSG00000175662	-1.27826265199467	8.44960542296249e-22	6.09675654581146e-21	DOWN
SFN	ENSG00000175793	1.16656206712202	4.84814126974744e-06	4.94603147604415e-06	UP
ETV4	ENSG00000175832	2.32302515654376	5.17947305031466e-23	5.17947305031466e-22	UP
A2M	ENSG00000175899	-1.77037423697877	6.24399707370765e-17	1.62445452324102e-16	DOWN
TUBB6	ENSG00000176014	-1.12596242639327	3.52611348889814e-13	5.6987692749869e-13	DOWN
NUPR1	ENSG00000176046	-1.11070060416931	1.79604609887642e-11	2.55816655032843e-11	DOWN
GPX2	ENSG00000176153	2.3384622700074	2.37147111841865e-07	2.54370086444906e-07	UP
CLEC14A	ENSG00000176435	-1.99040698830535	9.29401440252579e-23	8.70463787943879e-22	DOWN
DIRAS1	ENSG00000176490	1.04656654524504	5.22782310535552e-10	6.69607762660614e-10	UP
NCKAP5	ENSG00000176771	-2.23135856278568	4.481764716354e-30	3.39386277159671e-28	DOWN
BASP1	ENSG00000176788	1.54375411125586	5.83250433288369e-11	8.00458064269956e-11	UP
TYMS	ENSG00000176890	1.49125084478857	9.23325414467659e-17	2.31132307141839e-16	UP
FUT2	ENSG00000176920	1.78096658973859	9.00600700888856e-19	3.2564093139484e-18	UP
MUC20	ENSG00000176945	1.28137549356327	4.69952689844125e-09	5.60440474845168e-09	UP
FIBIN	ENSG00000176971	-1.60514100350822	2.26306743718726e-13	3.75547923889329e-13	DOWN
SCN4B	ENSG00000177098	-1.90532565390868	8.84192946294282e-25	1.24804762987138e-23	DOWN
B3GNT8	ENSG00000177191	-1.03933831078318	6.55646255976991e-07	6.88267256137684e-07	DOWN
CASKIN2	ENSG00000177303	-1.38511852981795	9.81327833313037e-16	2.14351472122984e-15	DOWN
CAVIN1	ENSG00000177469	-1.80699523076465	2.14802594311702e-19	8.94622518608391e-19	DOWN
ZBED2	ENSG00000177494	-1.78578214264092	2.55995053975989e-14	4.72152260935542e-14	DOWN
MYOZ1	ENSG00000177791	-1.41289233114976	2.47761052575144e-18	8.15954066799789e-18	DOWN
ALS2CL	ENSG00000178038	-1.04061794872645	1.04592152531281e-12	1.61688351739178e-12	DOWN
HTR3C	ENSG00000178084	-1.04522691243	8.76629832697326e-13	1.36175507991818e-12	DOWN
KCTD12	ENSG00000178695	-1.01068147747503	1.32382144582528e-10	1.77371749894246e-10	DOWN
THBD	ENSG00000178726	-2.03850081332268	3.51578992590704e-25	5.53304644077174e-24	DOWN
CPNE7	ENSG00000178773	1.02073859281376	1.2905147067489e-11	1.85463191389064e-11	UP
TMEM139	ENSG00000178826	-1.74822980092511	4.23291008499919e-20	2.05232004121173e-19	DOWN
APOLD1	ENSG00000178878	-1.06951335161648	7.05877497301845e-10	8.9222172140852e-10	DOWN
RFLNA	ENSG00000178882	1.05575006522905	2.86614367195624e-09	3.45882831562287e-09	UP
AURKB	ENSG00000178999	1.80264464046321	3.00783005821835e-18	9.70593901139367e-18	UP
AC129492.1	ENSG00000179094	-1.24331147224042	4.15478872665468e-14	7.43447749783502e-14	DOWN
C10orf67	ENSG00000179133	-1.18251807112664	1.21924906083835e-26	2.85482706928005e-25	DOWN
GIMAP7	ENSG00000179144	-1.66106747737108	9.88189701855537e-18	2.92345797775444e-17	DOWN
TMEM125	ENSG00000179178	-1.23215813199455	7.82789629488026e-11	1.06066061299718e-10	DOWN
MAGED1	ENSG00000179222	1.06370964613316	1.73908993847836e-17	4.97332684574525e-17	UP
HLA-DQB1	ENSG00000179344	-1.03357555800177	8.26247465306657e-08	9.0806819312466e-08	DOWN
GATA2	ENSG00000179348	-1.52003279087652	4.52905130497556e-14	8.07407474981715e-14	DOWN
ALOX15B	ENSG00000179593	-1.44385300113566	4.22754930502343e-07	4.47952244240894e-07	DOWN
FCER1A	ENSG00000179639	-1.10640360800042	1.84327622079296e-06	1.90273674404435e-06	DOWN
APOBEC3B	ENSG00000179750	1.23519403027856	2.20867777635916e-12	3.31560698249381e-12	UP
CDH5	ENSG00000179776	-2.12769856527646	2.18600954927437e-24	2.77956181099787e-23	DOWN
FAM216B	ENSG00000179813	-1.5837654336038	2.00838711502704e-08	2.2980353163599e-08	DOWN
MYADM	ENSG00000179820	-1.65593510502814	3.48801494426816e-13	5.64194498146156e-13	DOWN
C1orf194	ENSG00000179902	-1.54718582952723	3.48100820615056e-08	3.9153695113117e-08	DOWN
B3GNT3	ENSG00000179913	3.05800163800843	4.42321040451648e-25	6.81484835842666e-24	UP
ITLN1	ENSG00000179914	-2.15072584655842	7.94433907731734e-08	8.74104929997094e-08	DOWN
PPP1R14BP3	ENSG00000179967	1.7720859960179	5.78070696986632e-23	5.69177301648376e-22	UP
TMEM150B	ENSG00000180061	-1.33720369488139	2.2671220890959e-19	9.36102023884757e-19	DOWN
RCC1	ENSG00000180198	1.52990367873894	5.89074126688877e-27	1.57086433783701e-25	UP
MTURN	ENSG00000180354	-1.27148358722747	7.06279066331201e-17	1.81979897252299e-16	DOWN
SERTM1	ENSG00000180440	-2.37997281163846	5.9833066996155e-29	2.87198721581544e-27	DOWN
BHLHA15	ENSG00000180535	1.12444812309941	4.20700901006034e-14	7.52090996211904e-14	UP
HIST1H2BC	ENSG00000180596	1.20736568161273	3.96620131851257e-09	4.74757265058861e-09	UP
PRF1	ENSG00000180644	-1.23017949177989	2.80609797847754e-10	3.67761646326067e-10	DOWN
AGTR2	ENSG00000180772	-2.23457488929385	2.11794219001424e-14	3.95184548574086e-14	DOWN
CXCR2	ENSG00000180871	-1.06394099084656	1.30984792199142e-14	2.4875450150579e-14	DOWN
SSR4	ENSG00000180879	1.12961927386173	5.04139391767099e-13	8.03943216107002e-13	UP
NQO1	ENSG00000181019	2.24802143146644	6.82402859576417e-12	9.91834587726511e-12	UP
AATK	ENSG00000181409	-1.73777698066055	8.47830207151907e-22	6.09675654581146e-21	DOWN
FDCSP	ENSG00000181617	1.5517761416129	2.31974244720876e-07	2.48960620382383e-07	UP
PHLDA2	ENSG00000181649	2.06945826534849	1.30712055281624e-14	2.48482322911602e-14	UP
SNRPE	ENSG00000182004	1.14574786498936	1.14600168259358e-18	4.03729033133887e-18	UP
RTKN2	ENSG00000182010	-3.49958748025297	3.61342428806474e-32	9.79498649279354e-30	DOWN
CHST15	ENSG00000182022	1.05624967995588	3.46100446553096e-15	7.0919195024754e-15	UP
IDH2	ENSG00000182054	1.01522541747892	2.73402955712716e-14	5.01939308602666e-14	UP
TDRKH	ENSG00000182134	1.04670779907687	8.82445034844307e-18	2.6268131269784e-17	UP
SHMT2	ENSG00000182199	1.2497478053254	2.47210742558939e-18	8.15540594008869e-18	UP
SYNM	ENSG00000182253	-1.13736922277579	4.22358510641039e-17	1.14054618907285e-16	DOWN
B4GALNT4	ENSG00000182272	1.26926136000586	6.4081682204254e-11	8.76330696810311e-11	UP
KPNA2	ENSG00000182481	1.87239374350151	2.87880875836319e-20	1.44316261515857e-19	UP
XKRX	ENSG00000182489	1.26345878086449	4.30597968100677e-11	5.98659014303621e-11	UP
NXPH3	ENSG00000182575	-1.05500444768489	1.28786932003053e-19	5.60705010081318e-19	DOWN
TSKU	ENSG00000182704	1.45681612981531	4.82345948359365e-15	9.66705867275554e-15	UP
HCAR2	ENSG00000182782	-1.53539171352327	2.86909890472244e-13	4.70023028759991e-13	DOWN
C1orf116	ENSG00000182795	-1.32326454840479	3.59378129033352e-07	3.82063127211537e-07	DOWN
VMO1	ENSG00000182853	-1.08531771398603	5.88817638168814e-12	8.61684348539727e-12	DOWN
ODF3L1	ENSG00000182950	-1.02357579878129	3.81198489046599e-15	7.77790753421328e-15	DOWN
CADM1	ENSG00000182985	-1.47737540196717	1.08079908957311e-14	2.07513425198037e-14	DOWN
PYCR1	ENSG00000183010	3.20927816810636	1.56190669572208e-31	2.49905071315533e-29	UP
AC118754.1	ENSG00000183018	-1.11267307476317	1.88407764161942e-10	2.4965003946924e-10	DOWN
MCEMP1	ENSG00000183019	-3.96014928714417	9.44608550768205e-27	2.26706052184369e-25	DOWN
PCP4	ENSG00000183036	1.36671774320337	7.3629802046797e-08	8.11068387434596e-08	UP
SLC25A10	ENSG00000183048	1.35731415855164	1.64262154803815e-18	5.64192016499686e-18	UP
GAS6	ENSG00000183087	-1.70539440858483	2.66550389456803e-17	7.35311419191182e-17	DOWN
